CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
C14108,1968.88,1.00,0.00,0.00,0.00,1803.87,0.00,0.00,0.00,0.42,7,0,10500,596.43,577.19,0.00,12
C14109,488.34,1.00,4908.93,2290.36,2618.57,0.00,1.00,0.92,1.00,0.00,0,108,7500,4589.62,195.30,0.75,12
C14111,944.85,1.00,449.49,0.00,449.49,0.00,1.00,0.00,1.00,0.00,0,18,1000,642.85,495.32,0.00,12
C14112,5561.39,1.00,0.00,0.00,0.00,3041.33,0.00,0.00,0.00,0.50,17,0,6000,2193.97,1558.55,0.00,12
C14113,4705.04,1.00,887.87,810.70,77.17,766.18,0.58,0.50,0.17,0.17,2,15,6000,1091.78,1107.65,0.00,12
C14114,4802.51,1.00,0.00,0.00,0.00,286.58,0.00,0.00,0.00,0.08,1,0,5000,986.61,1852.58,0.00,12
C14115,1724.95,1.00,2075.18,1841.70,233.48,0.00,0.92,0.92,0.42,0.00,0,25,8500,3792.75,451.65,0.00,12
C14116,3421.57,1.00,0.00,0.00,0.00,287.28,0.00,0.00,0.00,0.08,1,0,8500,1387.84,801.65,0.00,12
C14117,99.03,1.00,1496.87,429.27,1067.60,0.00,0.92,0.33,0.83,0.00,0,48,5000,1760.09,164.91,0.42,12
C14119,4353.47,1.00,0.00,0.00,0.00,301.20,0.00,0.00,0.00,0.25,3,0,4650,984.37,2432.51,0.00,12
C14120,4506.16,1.00,1948.25,546.35,1401.90,1870.14,1.00,0.25,1.00,0.08,2,27,11500,2398.86,1166.10,0.00,12
C14121,231.09,1.00,1547.92,1547.92,0.00,0.00,1.00,1.00,0.00,0.00,0,12,9000,1230.77,196.60,0.33,12
C14122,5199.21,1.00,271.40,204.00,67.40,1013.62,0.58,0.17,0.33,0.33,7,7,10000,1328.03,1215.22,0.00,12
C14123,460.64,1.00,805.42,805.42,0.00,1916.48,0.50,0.50,0.00,0.17,4,6,7000,708.48,190.01,0.29,12
C14124,421.80,1.00,2748.74,1623.74,1125.00,0.00,1.00,1.00,0.67,0.00,0,48,4500,2684.86,169.60,0.25,12
C14125,137.86,0.27,237.24,0.00,237.24,1113.53,1.00,0.00,1.00,0.08,2,12,1200,1232.90,109.85,0.00,12
C14126,5376.34,1.00,5899.35,3732.48,2166.87,0.00,1.00,0.75,0.92,0.00,0,112,6000,2816.62,2785.38,0.00,12
C14127,2557.24,1.00,2131.06,749.47,1381.59,0.00,0.92,0.50,0.83,0.00,0,55,5000,0.00,,0.00,12
C14128,3971.70,1.00,721.51,175.00,546.51,0.00,0.92,0.08,1.00,0.00,0,53,13500,1169.63,1354.54,0.00,12
C14129,2454.55,1.00,461.32,24.00,437.32,0.00,0.42,0.08,0.33,0.00,0,6,8000,1010.44,681.48,0.00,12
C14130,8695.08,1.00,0.00,0.00,0.00,2772.59,0.00,0.00,0.00,0.08,2,0,17500,2353.94,2580.95,0.00,12
C14131,2682.41,1.00,315.50,315.50,0.00,6629.32,0.25,0.25,0.00,0.83,28,4,6000,1617.80,907.05,0.10,12
C14132,3358.72,1.00,328.00,328.00,0.00,8416.85,0.17,0.17,0.00,0.58,27,2,5000,6698.91,1653.90,0.17,12
C14133,196.97,1.00,1915.07,1808.25,106.82,0.00,1.00,1.00,0.83,0.00,0,67,7500,1776.39,175.48,1.00,12
C14134,817.95,1.00,0.00,0.00,0.00,1285.12,0.00,0.00,0.00,0.25,4,0,1500,1213.59,285.41,0.00,12
C14135,0.00,0.00,0.00,0.00,0.00,181.65,0.00,0.00,0.00,0.08,1,0,2500,1140.96,,0.00,12
C14136,3702.77,1.00,0.00,0.00,0.00,3097.34,0.00,0.00,0.00,0.50,9,0,6000,2617.07,786.16,0.00,12
C14137,73.88,1.00,600.00,0.00,600.00,0.00,0.67,0.00,0.67,0.00,0,12,3000,574.32,165.59,1.00,12
C14138,241.03,1.00,0.00,0.00,0.00,642.86,0.00,0.00,0.00,0.08,1,0,1500,915.45,195.16,0.08,12
C14139,187.20,1.00,2816.01,2565.97,250.04,0.00,1.00,1.00,0.50,0.00,0,19,6000,2078.81,163.08,0.80,12
C14140,379.54,0.55,0.00,0.00,0.00,925.40,0.00,0.00,0.00,0.08,1,0,1500,2651.53,190.38,0.17,12
C14141,647.17,1.00,369.49,0.00,369.49,0.00,0.58,0.00,0.50,0.00,0,9,12500,738.35,245.99,0.00,12
C14142,78.11,0.82,0.00,0.00,0.00,7155.61,0.00,0.00,0.00,0.08,2,0,15000,11241.39,16.95,0.14,12
C14143,136.84,0.64,1133.54,1133.54,0.00,0.00,0.25,0.25,0.00,0.00,0,4,16500,4802.00,234.30,0.43,12
C14144,4858.93,1.00,9282.12,1578.86,7703.26,4446.46,0.83,0.50,0.67,0.08,1,111,9000,16822.59,3983.47,0.00,12
C14145,952.42,1.00,283.80,0.00,283.80,0.00,0.75,0.00,0.75,0.00,0,11,1000,611.49,607.28,0.00,12
C14146,70.39,1.00,1008.56,180.00,828.56,0.00,1.00,0.17,0.92,0.00,0,14,6000,1321.10,151.45,0.80,12
C14147,4252.50,1.00,2172.77,1491.73,681.04,0.00,1.00,1.00,1.00,0.00,0,45,11000,1425.67,1217.88,0.00,12
C14148,1282.09,1.00,0.00,0.00,0.00,200.87,0.00,0.00,0.00,0.18,2,0,1500,246.33,575.06,0.00,11
C14149,26.55,0.64,224.56,0.00,224.56,0.00,0.58,0.00,0.50,0.00,0,7,3000,264.39,167.67,0.60,12
C14150,285.65,1.00,1265.24,893.54,371.70,0.00,0.83,0.50,0.50,0.00,0,24,7000,1791.29,197.07,0.08,12
C14151,2033.54,1.00,929.25,297.51,631.74,1567.04,1.00,0.25,1.00,0.08,1,20,3500,1291.32,1843.75,0.00,12
C14152,2525.43,1.00,0.00,0.00,0.00,2892.51,0.00,0.00,0.00,0.09,2,0,3000,683.77,750.74,0.00,11
C14153,18.35,0.78,256.50,0.00,256.50,0.00,0.67,0.00,0.56,0.00,0,6,2000,306.97,109.78,0.80,9
C14154,2571.31,1.00,0.00,0.00,0.00,6537.28,0.00,0.00,0.00,0.58,16,0,3000,4513.69,583.34,0.10,12
C14155,3252.76,0.83,230.00,74.00,156.00,4497.28,0.83,0.17,0.67,0.33,5,11,4500,567.15,953.57,0.00,6
C14156,817.44,1.00,1091.00,1091.00,0.00,0.00,0.08,0.08,0.00,0.00,0,1,2600,766.57,292.10,0.00,12
C14157,426.44,1.00,0.00,0.00,0.00,1619.69,0.00,0.00,0.00,0.33,7,0,9000,6270.97,307.54,0.20,12
C14158,212.28,0.55,1698.90,1698.90,0.00,0.00,0.25,0.25,0.00,0.00,0,10,3000,2865.76,191.10,1.00,12
C14159,3298.24,1.00,385.00,385.00,0.00,0.00,0.08,0.08,0.00,0.00,0,1,7100,911.24,785.03,0.00,12
C14161,2759.80,1.00,0.00,0.00,0.00,1063.85,0.00,0.00,0.00,0.33,6,0,3000,665.17,656.71,0.00,12
C14162,44.19,0.45,356.00,356.00,0.00,0.00,0.17,0.17,0.00,0.00,0,2,16500,836.69,205.91,0.00,12
C14163,405.23,1.00,916.04,916.04,0.00,0.00,0.42,0.42,0.00,0.00,0,14,500,628.24,202.20,0.08,12
C14164,4663.03,1.00,1325.31,1325.31,0.00,0.00,0.33,0.33,0.00,0.00,0,5,4500,2064.11,6004.09,0.00,12
C14165,209.49,1.00,1956.60,0.00,1956.60,0.00,1.00,0.00,1.00,0.00,0,12,4000,1800.38,177.88,0.92,12
C14166,70.96,1.00,759.73,432.37,327.36,0.00,1.00,1.00,0.92,0.00,0,25,7800,691.39,181.93,0.75,12
C14167,1024.99,1.00,0.00,0.00,0.00,58.44,0.00,0.00,0.00,0.17,3,0,1200,291.52,311.11,0.00,12
C14168,134.58,0.64,2300.42,2093.42,207.00,0.00,0.58,0.50,0.25,0.00,0,13,6000,3251.07,154.28,1.00,12
C14169,16.18,0.27,80.00,0.00,80.00,0.00,0.17,0.00,0.17,0.00,0,2,5000,140.01,69.87,0.00,12
C14170,2791.93,1.00,231.52,0.00,231.52,0.00,0.50,0.00,0.50,0.00,0,6,3000,1828.41,1109.45,0.00,12
C14171,293.61,0.86,839.61,839.61,0.00,2018.79,0.71,0.71,0.00,0.86,12,11,3000,2585.11,102.18,0.50,7
C14172,1.47,0.27,0.00,0.00,0.00,18.15,0.00,0.00,0.00,0.08,1,0,9000,81.66,60.08,1.00,12
C14173,1.82,0.09,21.05,0.00,21.05,0.00,0.08,0.00,0.08,0.00,0,1,2900,243.14,112.02,0.00,12
C14174,1674.49,1.00,421.71,334.94,86.77,0.00,0.50,0.50,0.17,0.00,0,11,1700,790.34,691.97,0.00,12
C14175,1539.38,1.00,100.00,100.00,0.00,0.00,0.08,0.08,0.00,0.00,0,1,3000,420.28,450.30,0.00,12
C14177,1676.22,1.00,0.00,0.00,0.00,774.23,0.00,0.00,0.00,0.42,8,0,1800,477.31,487.84,0.00,12
C14178,6981.28,1.00,0.00,0.00,0.00,5795.97,0.00,0.00,0.00,0.17,3,0,18000,6002.54,1710.93,0.00,12
C14179,2255.26,1.00,0.00,0.00,0.00,550.83,0.00,0.00,0.00,0.17,2,0,2500,582.89,782.75,0.00,12
C14180,1325.45,0.82,0.00,0.00,0.00,1895.47,0.00,0.00,0.00,0.08,1,0,4500,187.11,566.08,0.00,12
C14181,2361.24,1.00,0.00,0.00,0.00,4233.41,0.00,0.00,0.00,0.42,14,0,3000,3284.31,996.56,0.08,12
C14182,1049.60,1.00,0.00,0.00,0.00,438.38,0.00,0.00,0.00,0.08,1,0,1500,221.39,276.75,0.00,12
C14183,313.36,0.82,1031.91,1031.91,0.00,0.00,0.50,0.50,0.00,0.00,0,10,3000,2534.34,121.67,0.11,12
C14184,382.16,0.36,287.68,165.00,122.68,0.00,0.42,0.08,0.42,0.00,0,6,2500,1879.69,139.70,0.00,12
C14185,7347.36,1.00,0.00,0.00,0.00,3726.75,0.00,0.00,0.00,0.25,5,0,11500,2367.28,1863.53,0.00,12
C14186,58.28,0.36,0.00,0.00,0.00,470.10,0.00,0.00,0.00,0.08,1,0,1000,150.57,190.03,0.00,12
C14187,882.42,1.00,288.75,270.00,18.75,0.00,0.17,0.08,0.08,0.00,0,3,1000,450.11,400.17,0.00,12
C14188,788.62,1.00,2053.78,1094.91,958.87,0.00,0.92,0.25,0.83,0.00,0,15,2500,1875.18,239.17,0.00,12
C14189,21.85,1.00,256.11,0.00,256.11,0.00,0.92,0.00,0.92,0.00,0,11,2500,282.90,169.33,0.83,12
C14190,6978.19,1.00,1051.43,174.48,876.95,5146.35,0.75,0.08,0.75,0.33,10,12,7500,3756.69,3084.19,0.00,12
C14191,1204.19,1.00,674.85,226.96,447.89,0.00,0.83,0.17,0.75,0.00,0,11,7500,741.85,285.99,0.00,12
C14192,1711.59,1.00,1659.26,1152.26,507.00,0.00,0.83,0.25,0.58,0.00,0,13,6500,774.91,545.13,0.00,12
C14193,869.95,1.00,0.00,0.00,0.00,875.28,0.00,0.00,0.00,0.25,4,0,3000,284.20,351.69,0.00,12
C14194,1409.21,1.00,143.50,143.50,0.00,0.00,0.08,0.08,0.00,0.00,0,1,3000,432.36,300.76,0.00,12
C14195,1034.24,1.00,0.00,0.00,0.00,1534.86,0.00,0.00,0.00,0.75,38,0,1500,1716.35,260.39,0.13,8
C14196,603.63,1.00,60.00,60.00,0.00,54.87,0.08,0.08,0.00,0.17,2,1,1200,1543.26,317.84,0.08,12
C14197,438.43,1.00,5044.36,3015.56,2028.80,0.00,1.00,0.42,0.92,0.00,0,35,5500,4591.42,186.28,1.00,12
C14198,0.86,0.45,23.00,23.00,0.00,0.00,0.08,0.08,0.00,0.00,0,1,3000,0.00,,0.00,12
C14199,1163.61,1.00,0.00,0.00,0.00,79.98,0.00,0.00,0.00,0.25,3,0,1200,282.30,601.63,0.00,12
C14200,2683.94,1.00,0.00,0.00,0.00,2780.11,0.00,0.00,0.00,0.25,5,0,4500,424.01,1123.72,0.00,12
C14201,552.46,0.82,1866.81,1075.17,791.64,0.00,0.67,0.25,0.58,0.00,0,35,3000,3158.42,481.44,0.11,12
C14202,6832.11,1.00,6508.08,0.00,6508.08,0.00,1.00,0.00,1.00,0.00,0,72,6000,8210.12,13621.71,0.00,12
C14203,1155.69,1.00,981.20,326.20,655.00,0.00,0.58,0.17,0.42,0.00,0,12,1200,1279.91,1176.74,0.00,12
C14204,375.58,0.82,1567.40,1567.40,0.00,830.46,0.58,0.58,0.00,0.08,1,14,2500,2695.76,188.25,0.67,12
C14205,13968.48,1.00,281.71,8.90,272.81,2710.68,0.42,0.08,0.33,0.67,12,9,18500,3464.44,3360.09,0.00,12
C14206,1847.26,1.00,186.33,117.58,68.75,0.00,0.67,0.25,0.42,0.00,0,8,2000,494.84,575.04,0.00,12
C14207,6629.05,1.00,0.00,0.00,0.00,12178.96,0.00,0.00,0.00,0.83,31,0,8000,10117.71,2189.44,0.00,12
C14208,1495.08,1.00,2323.50,2082.52,240.98,0.00,0.92,0.92,0.33,0.00,0,34,8500,2326.32,431.83,0.00,12
C14209,2255.41,0.91,0.00,0.00,0.00,2705.84,0.00,0.00,0.00,0.18,3,0,3000,504.26,569.63,0.00,11
C14210,1539.42,1.00,0.00,0.00,0.00,1156.43,0.00,0.00,0.00,0.08,4,0,3500,369.04,475.10,0.00,12
C14211,3035.95,1.00,0.00,0.00,0.00,711.17,0.00,0.00,0.00,0.67,14,0,6000,710.84,701.87,0.00,12
C14212,105.07,1.00,1344.87,1344.87,0.00,0.00,0.92,0.92,0.00,0.00,0,12,1700,1461.20,176.31,0.25,12
C14213,2446.71,1.00,0.00,0.00,0.00,5281.05,0.00,0.00,0.00,0.25,6,0,5000,5695.40,696.16,0.00,12
C14214,295.37,0.91,0.00,0.00,0.00,2032.98,0.00,0.00,0.00,0.25,4,0,1200,2781.87,174.63,0.00,12
C14215,822.76,1.00,531.14,359.24,171.90,0.00,1.00,0.43,0.57,0.00,0,10,3000,267.71,117.13,0.00,7
C14216,4433.58,1.00,0.00,0.00,0.00,1434.15,0.00,0.00,0.00,0.42,9,0,5500,6801.55,1209.06,0.08,12
C14217,2785.58,1.00,0.00,0.00,0.00,144.33,0.00,0.00,0.00,0.10,1,0,3000,446.78,733.63,0.00,10
C14218,10116.71,1.00,10166.69,3300.00,6866.69,0.00,0.83,0.33,0.67,0.00,0,45,14000,2190.47,4253.47,0.00,12
C14219,9440.80,1.00,0.00,0.00,0.00,5831.38,0.00,0.00,0.00,0.67,13,0,13000,2031.39,2432.13,0.00,12
C14220,1435.98,1.00,418.56,418.56,0.00,0.00,0.33,0.33,0.00,0.00,0,4,2150,950.21,466.16,0.00,12
C14221,1160.51,1.00,3726.79,664.00,3062.79,0.00,1.00,0.08,1.00,0.00,0,89,3000,3312.65,310.18,0.08,12
C14222,634.76,1.00,19.91,0.00,19.91,0.00,0.08,0.00,0.08,0.00,0,1,6000,610.49,246.80,0.00,12
C14223,45.79,0.64,12.00,0.00,12.00,166.16,1.00,0.00,0.92,0.08,3,12,1200,39.56,46.55,0.00,12
C14224,968.50,1.00,257.71,45.65,212.06,0.00,0.17,0.08,0.17,0.00,0,4,1000,623.31,842.24,0.00,12
C14225,200.81,1.00,1957.45,1799.14,158.31,0.00,1.00,1.00,0.17,0.00,0,49,6000,1934.83,193.93,0.75,12
C14226,1634.56,1.00,1062.94,1006.18,56.76,0.00,0.58,0.50,0.17,0.00,0,15,1800,584.66,1332.69,0.00,12
C14227,1839.93,1.00,487.75,0.00,487.75,266.61,0.50,0.00,0.42,0.08,1,9,3500,791.12,385.48,0.00,12
C14228,6743.31,1.00,5591.26,1770.50,3820.76,1074.35,1.00,1.00,1.00,0.25,4,162,9500,2314.21,1682.94,0.00,12
C14229,1267.05,1.00,0.00,0.00,0.00,1253.61,0.00,0.00,0.00,0.17,8,0,1500,209.30,470.72,0.00,12
C14230,2778.74,1.00,1973.00,1973.00,0.00,0.00,0.17,0.17,0.00,0.00,0,2,6500,630.77,728.22,0.00,12
C14231,1138.59,1.00,327.99,248.99,79.00,0.00,0.33,0.25,0.17,0.00,0,9,1200,559.39,902.96,0.00,12
C14232,195.36,1.00,0.00,0.00,0.00,368.72,0.00,0.00,0.00,0.08,1,0,8500,153.61,165.08,0.00,12
C14233,8.58,0.18,80.00,80.00,0.00,0.00,0.08,0.08,0.00,0.00,0,1,7500,76.19,14.67,0.00,12
C14234,117.44,0.64,0.00,0.00,0.00,279.06,0.00,0.00,0.00,0.08,1,0,750,657.05,189.21,0.00,12
C14235,3803.11,1.00,2025.96,541.39,1484.57,0.00,1.00,0.33,0.83,0.00,0,51,5600,1354.42,990.40,0.00,12
C14236,841.74,0.78,2481.55,2481.55,0.00,0.00,0.56,0.56,0.00,0.00,0,9,5000,524.56,275.81,0.00,9
C14237,153.60,0.18,0.00,0.00,0.00,962.47,0.00,0.00,0.00,0.08,1,0,1800,19.34,37.24,0.00,12
C14238,382.45,1.00,4162.66,917.78,3244.88,0.00,1.00,0.42,1.00,0.00,0,60,5000,4104.00,190.77,0.83,12
C14239,4375.14,1.00,32.10,0.00,32.10,1830.05,0.08,0.00,0.08,0.08,1,1,6000,2303.32,1141.01,0.00,12
C14240,194.82,1.00,1902.47,1902.47,0.00,0.00,0.92,0.92,0.00,0.00,0,11,7000,1896.96,147.54,0.75,12
C14241,2605.60,1.00,0.00,0.00,0.00,4127.53,0.00,0.00,0.00,0.25,5,0,12000,2077.21,601.21,0.08,12
C14242,346.01,0.82,3561.31,1542.67,2018.64,0.00,0.75,0.33,0.58,0.00,0,39,5500,3156.90,141.40,0.50,12
C14243,404.58,1.00,555.84,0.00,555.84,0.00,0.92,0.00,0.92,0.00,0,11,1500,229.07,255.73,0.00,12
C14244,0.93,0.36,0.00,0.00,0.00,39.35,0.00,0.00,0.00,0.08,1,0,6000,109.24,36.39,0.00,12
C14245,358.67,0.73,411.30,411.30,0.00,4327.06,0.25,0.25,0.00,0.33,9,4,2500,6981.15,136.66,0.20,12
C14246,36.01,0.64,463.36,0.00,463.36,0.00,0.33,0.00,0.33,0.00,0,4,7500,1070.34,103.25,0.00,12
C14247,2197.94,1.00,0.00,0.00,0.00,1183.01,0.00,0.00,0.00,0.17,2,0,5000,5233.69,765.44,0.00,12
C14248,2525.49,1.00,490.00,0.00,490.00,1470.99,0.50,0.00,0.42,0.50,20,6,6000,1130.15,796.56,0.00,12
C14249,3039.97,1.00,5988.29,4484.77,1503.52,0.00,1.00,1.00,1.00,0.00,0,68,7000,2458.53,878.36,0.00,12
C14250,22.15,0.33,134.87,64.98,69.89,0.00,0.33,0.17,0.17,0.00,0,3,3000,41.58,81.60,0.00,6
C14251,1077.46,1.00,4342.68,3109.98,1232.70,385.83,1.00,0.83,0.83,0.25,6,33,6900,4105.37,321.56,0.08,12
C14252,58.65,0.91,528.65,108.32,420.33,0.00,0.67,0.08,0.42,0.00,0,12,2000,539.97,115.50,0.57,12
C14253,1718.03,1.00,422.68,422.68,0.00,3406.37,0.33,0.33,0.00,0.83,25,4,3500,3752.09,797.08,0.08,12
C14254,3907.64,1.00,2001.35,147.84,1853.51,466.61,1.00,0.08,1.00,0.17,2,141,4000,2111.18,3216.41,0.00,12
C14255,1189.03,1.00,1122.30,1122.30,0.00,1425.97,0.42,0.42,0.00,0.42,9,9,4000,3231.53,318.56,0.00,12
C14256,18495.56,1.00,5288.28,3657.30,1630.98,0.00,1.00,0.58,1.00,0.00,0,76,22000,4246.17,4227.08,0.00,12
C14257,494.05,1.00,583.20,240.44,342.76,0.00,1.00,0.25,0.92,0.00,0,25,2000,370.80,333.66,0.00,12
C14258,520.44,1.00,2170.60,2170.60,0.00,0.00,0.67,0.67,0.00,0.00,0,20,1500,1943.74,180.00,0.08,12
C14259,4592.04,1.00,0.00,0.00,0.00,178.89,0.00,0.00,0.00,0.25,3,0,5000,1009.61,1918.59,0.00,12
C14260,2955.78,1.00,0.00,0.00,0.00,3604.51,0.00,0.00,0.00,0.70,12,0,11000,4398.58,641.32,0.00,10
C14261,2666.90,1.00,0.00,0.00,0.00,779.40,0.00,0.00,0.00,0.17,2,0,3000,661.44,768.95,0.00,12
C14262,2015.55,1.00,1446.48,493.88,952.60,0.00,0.67,0.25,0.67,0.00,0,27,13000,4537.72,563.64,0.00,12
C14263,8.45,1.00,85.12,0.00,85.12,0.00,0.67,0.00,0.58,0.00,0,8,7000,100.26,78.38,0.45,12
C14264,3447.67,1.00,205.00,205.00,0.00,4548.06,0.09,0.09,0.00,0.55,7,1,10500,665.24,817.84,0.00,11
C14265,655.71,1.00,264.35,202.80,61.55,0.00,0.33,0.08,0.17,0.00,0,6,1500,180.13,295.42,0.00,12
C14266,3063.42,0.73,1646.48,555.73,1090.75,2934.75,0.83,0.33,0.83,0.17,5,28,4500,6543.28,2016.24,0.00,12
C14267,478.79,1.00,780.38,655.74,124.64,144.38,0.50,0.42,0.08,0.08,1,12,1500,1842.23,217.99,0.11,12
C14268,697.14,1.00,1027.28,567.00,460.28,0.00,0.58,0.08,0.42,0.00,0,13,2000,1822.95,175.17,0.00,12
C14269,48.93,1.00,632.84,0.00,632.84,0.00,1.00,0.00,1.00,0.00,0,21,1500,626.11,168.60,1.00,12
C14270,53.99,1.00,257.00,257.00,0.00,0.00,0.08,0.08,0.00,0.00,0,3,6500,423.06,63.50,0.08,12
C14271,3494.15,1.00,2217.87,578.06,1639.81,2452.38,1.00,0.25,0.92,0.25,10,59,6500,2125.93,1672.56,0.00,12
C14272,180.33,1.00,810.60,0.00,810.60,0.00,0.92,0.00,0.83,0.00,0,20,2500,700.22,200.52,0.00,12
C14273,63.93,0.55,626.98,589.10,37.88,0.00,0.42,0.42,0.08,0.00,0,10,3000,450.63,166.93,0.50,12
C14274,1089.70,0.83,349.04,0.00,349.04,1477.68,0.67,0.00,0.50,0.33,4,7,1500,231.02,851.12,0.00,6
C14275,123.40,0.55,0.00,0.00,0.00,1196.58,0.00,0.00,0.00,0.17,2,0,7000,2591.84,111.69,0.25,12
C14276,71.35,1.00,1166.76,0.00,1166.76,0.00,1.00,0.00,1.00,0.00,0,12,3000,1137.87,162.61,0.75,12
C14277,1044.70,1.00,1142.60,346.00,796.60,0.00,1.00,0.33,1.00,0.00,0,61,5000,1881.87,249.30,0.08,12
C14278,809.57,1.00,691.66,691.66,0.00,992.32,0.33,0.33,0.00,0.25,4,4,1500,1395.93,263.71,0.00,12
C14279,2165.44,1.00,0.00,0.00,0.00,1016.34,0.00,0.00,0.00,0.25,6,0,2500,435.64,745.91,0.00,12
C14280,123.63,1.00,506.00,146.00,360.00,0.00,1.00,0.17,1.00,0.00,0,14,6000,662.27,184.94,0.08,12
C14281,546.40,0.27,0.00,0.00,0.00,2498.55,0.00,0.00,0.00,0.25,7,0,3000,339.61,512.59,0.00,12
C14282,1032.03,1.00,0.00,0.00,0.00,1143.50,0.00,0.00,0.00,0.17,4,0,1200,239.19,613.23,0.00,12
C14283,316.81,1.00,2393.89,801.10,1592.79,2145.72,1.00,0.83,1.00,0.25,3,80,10000,4439.64,176.12,0.83,12
C14284,715.64,0.73,0.00,0.00,0.00,1349.48,0.00,0.00,0.00,0.25,6,0,1500,1967.18,234.07,0.13,12
C14285,24.98,1.00,720.60,720.60,0.00,18.99,1.00,1.00,0.00,0.08,1,12,9000,664.03,3.20,0.00,12
C14286,826.02,1.00,191.67,160.50,31.17,0.00,0.33,0.25,0.08,0.00,0,5,1200,443.25,236.98,0.00,12
C14287,134.61,0.73,0.00,0.00,0.00,447.26,0.00,0.00,0.00,0.09,1,0,2500,414.90,200.08,0.00,11
C14288,3749.63,1.00,0.00,0.00,0.00,102.62,0.00,0.00,0.00,0.09,1,0,8000,1377.53,933.12,0.00,11
C14289,16.66,0.36,186.32,65.00,121.32,0.00,0.17,0.08,0.08,0.00,0,4,600,28.32,55.35,0.00,12
C14290,69.95,0.91,41.40,0.00,41.40,0.00,0.33,0.00,0.33,0.00,0,4,1200,147.79,162.51,0.00,12
C14291,2224.07,1.00,81.84,81.84,0.00,1570.97,0.08,0.08,0.00,0.67,12,5,2500,487.00,968.79,0.00,12
C14292,563.59,1.00,1232.59,500.75,731.84,450.91,1.00,0.50,0.83,0.08,1,31,4000,857.74,218.06,0.00,12
C14293,27.74,0.27,303.24,0.00,303.24,0.00,0.25,0.00,0.17,0.00,0,3,3000,775.09,177.67,0.00,12
C14294,1018.88,1.00,0.00,0.00,0.00,2583.51,0.00,0.00,0.00,0.50,8,0,13000,1703.23,243.19,0.00,12
C14295,1221.44,1.00,1045.76,959.22,86.54,1478.54,0.89,0.67,0.56,0.56,9,21,2500,269.33,324.84,0.00,9
C14297,56.54,0.27,325.80,325.80,0.00,0.00,0.08,0.08,0.00,0.00,0,3,3200,1300.94,136.80,0.00,12
C14298,1604.48,0.80,2619.70,2619.70,0.00,3041.41,0.60,0.60,0.00,0.30,3,10,6000,2045.15,330.43,0.14,10
C14299,39.09,0.55,374.63,91.63,283.00,0.00,0.50,0.08,0.50,0.00,0,11,1600,767.18,168.26,1.00,12
C14300,378.00,1.00,1884.04,1884.04,0.00,104.56,0.42,0.42,0.00,0.08,1,10,5000,2249.92,164.46,0.22,12
C14301,3290.75,1.00,974.72,974.72,0.00,0.00,1.00,1.00,0.00,0.00,0,25,10000,1064.70,921.98,0.00,12
C14302,66.72,1.00,550.95,0.00,550.95,0.00,0.83,0.00,0.75,0.00,0,16,4000,521.43,151.24,0.40,12
C14303,1987.23,1.00,544.76,0.00,544.76,0.00,1.00,0.00,1.00,0.00,0,14,2000,1124.28,1834.62,0.00,12
C14304,869.70,1.00,370.74,138.54,232.20,710.44,0.92,0.17,0.67,0.42,15,11,1000,540.85,215.06,0.00,12
C14305,53.99,0.86,469.14,0.00,469.14,0.00,0.86,0.00,0.71,0.00,0,6,1500,446.74,99.06,0.80,7
C14306,151.79,0.36,1234.32,1234.32,0.00,0.00,0.08,0.08,0.00,0.00,0,3,10000,2837.68,110.58,0.00,12
C14307,5.86,0.91,827.40,0.00,827.40,0.00,1.00,0.00,1.00,0.00,0,12,6600,755.92,34.53,0.08,12
C14308,5.18,0.36,0.00,0.00,0.00,1283.54,0.00,0.00,0.00,0.08,1,0,3000,1282.18,57.57,0.00,12
C14309,190.32,1.00,322.33,238.97,83.36,0.00,0.25,0.08,0.17,0.00,0,3,6500,524.43,175.58,0.00,12
C14310,1645.78,1.00,150.00,150.00,0.00,0.00,0.08,0.08,0.00,0.00,0,1,1800,550.52,689.62,0.00,12
C14311,8043.73,1.00,99.50,99.50,0.00,3215.58,0.17,0.17,0.00,0.33,8,3,12500,1865.57,2518.21,0.00,12
C14312,2155.28,1.00,66.00,66.00,0.00,5478.84,0.08,0.08,0.00,0.75,30,1,5000,5100.05,566.55,0.08,12
C14313,5619.65,1.00,2457.53,1352.63,1104.90,6088.19,1.00,0.57,0.86,0.57,16,35,8000,1140.70,1824.65,0.00,7
C14314,429.16,1.00,170.00,170.00,0.00,0.00,0.17,0.17,0.00,0.00,0,2,6500,694.90,210.98,0.00,12
C14315,1135.70,1.00,92.07,0.00,92.07,81.51,0.27,0.00,0.18,0.27,3,3,1200,355.80,434.69,0.00,11
C14316,484.71,0.71,960.00,960.00,0.00,531.96,0.14,0.14,0.00,0.29,2,1,2000,199.84,146.20,0.00,7
C14317,96.80,1.00,537.36,537.36,0.00,625.81,1.00,1.00,0.00,0.08,3,12,1500,1133.87,185.21,0.92,12
